"date","change","deposits","withdrawals"
2008-10-27,2345,11367,9022
2008-10-28,-119990,3356,123347
2008-10-29,140,9925,9784
2008-10-30,2399,125900,123501
2008-10-31,18516,78420,59903
2008-11-03,-21267,25307,46573
2008-11-04,-5627,5407,11035
2008-11-05,-42,10780,10822
2008-11-06,50217,168165,117948
2008-11-07,-5497,6620,12117
2008-11-10,-2949,11001,13950
2008-11-12,-14802,5852,20655
2008-11-13,-45043,98534,143577
2008-11-14,-558,50052,50610
2008-11-17,-11830,87324,99154
2008-11-18,27655,38038,10383
2008-11-19,-6080,10280,16360
2008-11-20,-6893,117451,124344
2008-11-21,-7876,6837,14713
2008-11-24,-14454,10738,25192
2008-11-25,-44814,6370,51184
2008-11-26,-6730,12923,19653
2008-11-28,4088,144292,140204
2008-12-01,11241,83472,72231
2008-12-02,4045,6105,2059
2008-12-03,-20711,10257,30967
2008-12-04,-30954,101993,132947
2008-12-05,-6202,6830,13031
2008-12-08,2321,11513,9192
2008-12-09,-4379,4565,8944
2008-12-10,-6339,9135,15473
2008-12-11,-34470,111322,145792
2008-12-12,-1899,12562,14461
2008-12-15,74272,106388,32116
2008-12-16,3382,13199,9817
2008-12-17,-4715,9824,14540
2008-12-18,-68081,111885,179966
2008-12-19,-635,11621,12256
2008-12-22,6080,15974,9894
2008-12-23,-8995,6168,15163
2008-12-24,-6122,14752,20874
2008-12-26,-33240,91368,124607
2008-12-29,-54,14896,14950
2008-12-30,-3559,8341,11900
2008-12-31,-6796,91402,98198
2009-01-02,-82886,143910,226795
2009-01-05,5774,16324,10550
2009-01-06,-4032,6038,10070
2009-01-07,3429,13623,10194
2009-01-08,-31826,119571,151397
2009-01-09,-22269,8641,30910
2009-01-12,3926,14857,10932
2009-01-13,-2546,7741,10287
2009-01-14,-3398,12902,16301
2009-01-15,13773,210239,196465
2009-01-16,-14349,18100,32449
2009-01-20,3999,13389,9391
2009-01-21,12303,36203,23900
2009-01-22,-12158,134020,146178
2009-01-23,570,12504,11935
2009-01-26,2393,14955,12562
2009-01-27,-14008,4782,18790
2009-01-28,-9541,8983,18525
2009-01-29,7734,138439,130704
2009-01-30,-27783,18759,46543
2009-02-02,51950,101798,49848
2009-02-03,-27172,5409,32581
2009-02-04,-475,10461,10936
2009-02-05,40244,128860,88616
2009-02-06,-21407,8197,29604
2009-02-09,560,12186,11625
2009-02-10,-7577,4059,11636
2009-02-11,-9404,8670,18074
2009-02-12,37372,129062,91690
2009-02-13,-32065,10616,42681
2009-02-17,11653,98049,86395
2009-02-18,-16627,5600,22227
2009-02-19,8890,109671,100781
2009-02-20,9141,42590,33449
2009-02-23,4830,16057,11227
2009-02-24,-6614,5387,12001
2009-02-25,-11116,8610,19726
2009-02-26,33529,145837,112308
2009-02-27,-35139,12475,47614
2009-03-02,75005,129790,54785
2009-03-03,-27889,5041,32930
2009-03-04,-2325,10874,13199
2009-03-05,-1330,136757,138087
2009-03-06,-18510,8728,27238
2009-03-09,2941,15250,12308
2009-03-10,-7156,4356,11512
2009-03-11,-9786,8985,18770
2009-03-12,18560,159683,141123
2009-03-13,-9014,14853,23867
2009-03-16,71212,102487,31275
2009-03-17,-5826,5525,11351
2009-03-18,-8280,9484,17765
2009-03-19,-2490,136896,139385
2009-03-20,-15496,8408,23904
2009-03-23,-9160,13037,22197
2009-03-24,-9327,4277,13604
2009-03-25,-8500,9436,17936
2009-03-26,-1738,135468,137206
2009-03-27,-12042,8084,20126
2009-03-30,-4130,13947,18077
2009-03-31,27784,110783,82999
2009-04-01,-29127,22612,51739
2009-04-02,3893,139616,135723
2009-04-03,-2582,38871,41453
2009-04-06,-981,11776,12757
2009-04-07,-7046,5789,12835
2009-04-08,-7359,10206,17565
2009-04-09,17796,157652,139856
2009-04-10,-12047,8633,20680
2009-04-13,1649,13807,12158
2009-04-14,6255,16933,10678
2009-04-15,57104,99855,42750
2009-04-16,-39030,95260,134290
2009-04-17,-2426,19492,21918
2009-04-20,10358,22522,12164
2009-04-21,25144,39038,13894
2009-04-22,5036,23452,18416
2009-04-23,-6531,100049,106581
2009-04-24,-4232,20078,24310
2009-04-27,14263,22830,8567
2009-04-28,1118,13371,12253
2009-04-29,-35332,11605,46937
2009-04-30,73382,204681,131300
2009-05-01,-54302,22801,77103
2009-05-04,407,15805,15398
2009-05-05,-7983,6673,14656
2009-05-06,-3649,11852,15501
2009-05-07,14161,157694,143533
2009-05-08,-4414,7264,11678
2009-05-11,42,10774,10732
2009-05-12,-11764,3673,15437
2009-05-13,-11533,8352,19884
2009-05-14,5363,139143,133780
2009-05-15,-12761,134582,147343
2009-05-18,2842,17789,14947
2009-05-19,-6394,3348,9742
2009-05-20,-8282,10701,18983
2009-05-21,-688,135291,135980
2009-05-22,-9785,7471,17255
2009-05-26,1104,11441,10337
2009-05-27,-17769,5584,23353
2009-05-28,9021,141758,132737
2009-05-29,-4604,11856,16460
2009-06-01,49572,128434,78862
2009-06-02,-4829,6323,11152
2009-06-03,-22318,9962,32280
2009-06-04,292,194196,193904
2009-06-05,-3885,6646,10531
2009-06-08,733,11215,10482
2009-06-09,-6850,3924,10774
2009-06-10,-10768,9403,20170
2009-06-11,-7016,130916,137932
2009-06-12,-2872,14153,17025
2009-06-15,54516,113296,58780
2009-06-16,6982,16723,9741
2009-06-17,64031,80170,16139
2009-06-18,-10649,98506,109155
2009-06-19,1920,13915,11995
2009-06-22,7557,17569,10012
2009-06-23,-5820,6377,12198
2009-06-24,-46934,9164,56098
2009-06-25,-9242,96922,106164
2009-06-26,-10522,8005,18526
2009-06-29,3336,16433,13096
2009-06-30,53485,120464,66979
2009-07-01,-37766,20669,58436
2009-07-02,-52902,136443,189345
2009-07-06,30125,39596,9471
2009-07-07,-10582,3491,14074
2009-07-08,-8099,8655,16754
2009-07-09,-13104,104632,117736
2009-07-10,-4077,7828,11905
2009-07-13,-255,11111,11366
2009-07-14,-2428,8390,10818
2009-07-15,48060,88619,40558
2009-07-16,14463,147509,133046
2009-07-17,-3950,6166,10116
2009-07-20,-406,10280,10686
2009-07-21,-6250,3442,9693
2009-07-22,-7377,10850,18227
2009-07-23,5142,136856,131714
2009-07-24,-5528,6794,12322
2009-07-27,3127,12108,8982
2009-07-28,-7217,3806,11024
2009-07-29,721,11306,10586
2009-07-30,-32232,162295,194527
2009-07-31,67355,129287,61932
2009-08-03,-24593,24409,49002
2009-08-04,-7094,5505,12599
2009-08-05,284,10978,10694
2009-08-06,-6341,136061,142402
2009-08-07,-4062,7522,11584
2009-08-10,-845,11235,12081
2009-08-11,-7585,3786,11371
2009-08-12,-6977,9962,16939
2009-08-13,-8179,143569,151748
2009-08-14,-2533,10093,12627
2009-08-17,-6913,107975,114889
2009-08-18,29051,39309,10258
2009-08-19,-6876,10017,16893
2009-08-20,-4801,129489,134290
2009-08-21,-6609,7048,13657
2009-08-24,-1544,12315,13858
2009-08-25,-5791,3225,9015
2009-08-26,-8743,9620,18363
2009-08-27,-1506,128104,129609
2009-08-28,-2515,8635,11150
2009-08-31,84507,124796,40289
2009-09-01,-34043,13646,47689
2009-09-02,-519,11262,11781
2009-09-03,-34324,93290,127614
2009-09-04,-6065,9369,15435
2009-09-08,-3316,12133,15449
2009-09-09,-12232,6911,19143
2009-09-10,6413,122699,116285
2009-09-11,-3749,9396,13145
2009-09-14,2957,17953,14996
2009-09-15,62388,111836,49449
2009-09-16,1633,19017,17384
2009-09-17,-22176,82670,104846
2009-09-18,1581,16387,14806
2009-09-21,4771,19348,14577
2009-09-22,2943,13585,10642
2009-09-23,-8667,12393,21059
2009-09-24,-53519,111728,165247
2009-09-25,-6713,6952,13665
2009-09-28,-702,12974,13676
2009-09-29,-2547,8089,10636
2009-09-30,85936,138376,52440
2009-10-01,-77558,99226,176785
2009-10-02,-24337,9027,33364
2009-10-05,-2379,10422,12801
2009-10-06,-8273,4070,12343
2009-10-07,237,11275,11037
2009-10-08,-35175,94265,129439
2009-10-09,-2989,6551,9540
2009-10-13,6516,21182,14666
2009-10-14,-13769,7526,21296
2009-10-15,38894,184860,145966
2009-10-16,-3018,13199,16217
2009-10-19,-2911,11122,14033
2009-10-20,-5957,5791,11748
2009-10-21,-3842,13351,17193
2009-10-22,-61638,121569,183208
2009-10-23,-1062,8324,9386
2009-10-26,545,10338,9792
2009-10-27,-6377,5105,11483
2009-10-28,-9607,9385,18992
2009-10-29,-26878,112276,139154
2009-10-30,1030,42841,41811
2009-11-02,87488,143973,56484
2009-11-03,-27229,7357,34585
2009-11-04,1612,12202,10591
2009-11-05,996,101585,100589
2009-11-06,-4093,7128,11221
2009-11-09,-28,9942,9969
2009-11-10,-15484,4539,20023
2009-11-12,977,103821,102844
2009-11-13,-12220,10326,22547
2009-11-16,27057,114588,87531
2009-11-17,-7867,4631,12497
2009-11-18,-8627,10222,18850
2009-11-19,-29418,129184,158603
2009-11-20,-4371,6907,11277
2009-11-23,521,11598,11078
2009-11-24,-7742,5307,13049
2009-11-25,-8298,10584,18882
2009-11-27,-1821,107788,109608
2009-11-30,88027,134519,46493
2009-12-01,-37647,14243,51890
2009-12-02,-1411,11347,12758
2009-12-03,-27183,101903,129086
2009-12-04,-2741,8556,11297
2009-12-07,-4817,10410,15227
2009-12-08,-7318,3897,11215
2009-12-09,37270,55544,18273
2009-12-10,4894,123906,119012
2009-12-11,-3798,8988,12786
2009-12-14,-13554,16732,30286
2009-12-15,89407,119459,30051
2009-12-16,-261,18600,18861
2009-12-17,-42853,127224,170078
2009-12-18,1281,11941,10660
2009-12-21,3434,14343,10909
2009-12-22,-3291,8331,11622
2009-12-23,28821,57681,28860
2009-12-24,-7385,102639,110024
2009-12-28,3129,14837,11709
2009-12-29,-13927,12570,26497
2009-12-30,38288,64940,26652
2009-12-31,37060,223439,186379
2010-01-04,-14767,29540,44307
2010-01-05,-8464,6405,14869
2010-01-06,3173,14323,11150
2010-01-07,-28466,74360,102826
2010-01-08,1684,13254,11571
2010-01-11,-268,12357,12626
2010-01-12,-6008,7155,13163
2010-01-13,-9306,10102,19408
2010-01-14,-30989,98954,129942
2010-01-15,53052,104400,51348
2010-01-19,12054,23162,11109
2010-01-20,12210,32658,20448
2010-01-21,-30473,74526,104998
2010-01-22,-4573,8555,13128
2010-01-25,2630,13749,11118
2010-01-26,-4333,7092,11425
2010-01-27,-7042,10734,17777
2010-01-28,-32162,69722,101883
2010-01-29,-10036,13134,23170
2010-02-01,65362,146672,81310
2010-02-02,-4196,6571,10767
2010-02-03,-23143,11127,34271
2010-02-04,-17768,78192,95960
2010-02-05,-26193,7967,34160
2010-02-08,614,13844,13231
2010-02-09,-8278,5343,13621
2010-02-10,-2829,16953,19783
2010-02-11,223,111491,111268
2010-02-12,-32098,11525,43623
2010-02-16,26093,126047,99954
2010-02-17,-12673,8720,21393
2010-02-18,11005,97534,86529
2010-02-19,-27094,7715,34809
2010-02-22,-961,13898,14859
2010-02-23,-9285,5488,14773
2010-02-24,-10375,9810,20185
2010-02-25,28038,121113,93075
2010-02-26,-6163,19345,25508
2010-03-01,64899,150694,85795
2010-03-02,-5886,6734,12620
2010-03-03,-20517,13809,34326
2010-03-04,24718,116744,92026
2010-03-05,-17473,8610,26083
2010-03-08,2982,17896,14914
2010-03-09,-6682,6626,13308
2010-03-10,-8585,11317,19902
2010-03-11,22422,148275,125852
2010-03-12,-6893,13346,20238
2010-03-15,86808,115663,28856
2010-03-16,4685,15258,10573
2010-03-17,-7829,11459,19288
2010-03-18,13214,119606,106391
2010-03-19,-16731,9334,26065
2010-03-22,353,14339,13987
2010-03-23,-8148,3876,12024
2010-03-24,-11062,9398,20459
2010-03-25,17671,124495,106824
2010-03-26,-16664,7271,23935
2010-03-29,-3631,13847,17478
2010-03-30,-6483,6172,12655
2010-03-31,75546,141081,65535
2010-04-01,-24330,151503,175833
2010-04-02,-34502,8895,43398
2010-04-05,20488,34216,13728
2010-04-06,-8515,5831,14346
2010-04-07,779,12630,11851
2010-04-08,24010,153087,129077
2010-04-09,-10480,8692,19172
2010-04-12,4486,13999,9513
2010-04-13,-1297,9998,11295
2010-04-14,-2726,17055,19781
2010-04-15,61172,234026,172854
2010-04-16,-4613,15464,20077
2010-04-19,-7037,23759,30795
2010-04-20,23977,36481,12504
2010-04-21,4123,25199,21076
2010-04-22,-8247,118740,126987
2010-04-23,-1760,20207,21967
2010-04-26,12168,20896,8728
2010-04-27,4390,15324,10933
2010-04-28,-11735,10323,22057
2010-04-29,-24929,99013,123942
2010-04-30,66307,147468,81161
2010-05-03,-24539,28927,53466
2010-05-04,-7490,9032,16522
2010-05-05,3697,16505,12808
2010-05-06,-22065,134646,156711
2010-05-07,-8814,7986,16800
2010-05-10,-6513,12397,18909
2010-05-11,-6481,5167,11648
2010-05-12,-9793,11067,20860
2010-05-13,-4124,117039,121163
2010-05-14,-4980,13577,18558
2010-05-17,38407,112309,73902
2010-05-18,-7427,4196,11623
2010-05-19,-7951,11178,19129
2010-05-20,2527,119263,116736
2010-05-21,-6383,7183,13566
2010-05-24,2806,12600,9795
2010-05-25,-4360,4633,8993
2010-05-26,-8055,11965,20019
2010-05-27,6979,118706,111727
2010-05-28,-3811,11838,15648
2010-06-01,46251,139440,93189
2010-06-02,-3826,9003,12829
2010-06-03,-21818,150336,172154
2010-06-04,-4935,7352,12286
2010-06-07,-683,11012,11695
2010-06-08,-6878,5028,11907
2010-06-09,-8886,10545,19430
2010-06-10,-11557,145495,157052
2010-06-11,-3294,9827,13122
2010-06-14,8392,20496,12104
2010-06-15,72583,130779,58196
2010-06-16,648,19211,18563
2010-06-17,-45200,122281,167481
2010-06-18,2460,12840,10380
2010-06-21,8005,18886,10881
2010-06-22,2343,13226,10882
2010-06-23,-7177,11589,18766
2010-06-24,-10044,117849,127893
2010-06-25,-4088,8442,12530
2010-06-28,-364,12959,13322
2010-06-29,-3751,7382,11133
2010-06-30,59503,129875,70372
2010-07-01,-40257,164764,205021
2010-07-02,-23483,9476,32960
2010-07-06,-1295,11288,12583
2010-07-07,-6069,7301,13370
2010-07-08,10006,135115,125109
2010-07-09,-6279,6895,13173
2010-07-12,-378,12193,12571
2010-07-13,-6795,3820,10615
2010-07-14,-5073,12961,18034
2010-07-15,42104,218074,175970
2010-07-16,3135,13078,9944
2010-07-19,1889,10634,8745
2010-07-20,-4455,4915,9370
2010-07-21,-6769,11560,18329
2010-07-22,3312,123638,120325
2010-07-23,-4360,9458,13818
2010-07-26,2680,12310,9630
2010-07-27,-6007,4394,10402
2010-07-28,-9093,10290,19383
2010-07-29,-1464,153927,155391
2010-07-30,-27683,10057,37740
2010-08-02,66846,134271,67424
2010-08-03,-27239,6343,33582
2010-08-04,3164,14010,10847
2010-08-05,-808,124983,125791
2010-08-06,-6088,7760,13847
2010-08-09,437,12275,11838
2010-08-10,-4031,7141,11171
2010-08-11,-6613,11605,18218
2010-08-12,-480,127290,127771
2010-08-13,-6128,9669,15797
2010-08-16,23035,99690,76655
2010-08-17,-6187,4610,10797
2010-08-18,-6968,11882,18850
2010-08-19,-1976,125381,127357
2010-08-20,-7829,7862,15690
2010-08-23,1934,14512,12577
2010-08-24,-8238,3716,11953
2010-08-25,-8200,9720,17920
2010-08-26,7250,189077,181828
2010-08-27,-6515,8262,14777
2010-08-30,805,11684,10880
2010-08-31,68083,120333,52250
2010-09-01,-29816,20468,50284
2010-09-02,4258,129918,125659
2010-09-03,-28232,9422,37654
2010-09-07,-2031,12423,14454
2010-09-08,-15671,7788,23459
2010-09-09,3329,133787,130459
2010-09-10,-2068,8954,11023
2010-09-13,1790,13457,11667
2010-09-14,4234,15283,11049
2010-09-15,103205,138946,35740
2010-09-16,-35828,128942,164770
2010-09-17,-4084,10219,14303
2010-09-20,3120,18257,15136
2010-09-21,5989,18094,12105
2010-09-22,-6184,13545,19729
2010-09-23,-15896,147431,163328
2010-09-24,-5684,7311,12995
2010-09-27,5470,13706,8236
2010-09-28,-7036,5671,12707
2010-09-29,3454,14194,10739
2010-09-30,50046,229225,179179
2010-10-01,-58551,18778,77329
2010-10-04,4429,14777,10349
2010-10-05,-6151,6681,12832
2010-10-06,1927,12297,10369
2010-10-07,-23740,118328,142069
2010-10-08,-2987,7084,10071
2010-10-12,3928,18684,14756
2010-10-13,-11085,11298,22384
2010-10-14,-8248,119862,128111
2010-10-15,49215,83305,34089
2010-10-18,6483,19373,12889
2010-10-19,-6557,5354,11911
2010-10-20,-4306,14449,18755
2010-10-21,-9535,140331,149866
2010-10-22,-4498,7208,11706
2010-10-25,5690,13041,7351
2010-10-26,-6933,4656,11589
2010-10-27,-9716,10442,20158
2010-10-28,-8886,112660,121546
2010-10-29,5864,23946,18081
2010-11-01,34226,126049,91823
2010-11-02,-4027,7526,11552
2010-11-03,-18378,14047,32426
2010-11-04,-6334,117701,124035
2010-11-05,-5358,6773,12131
2010-11-08,-659,11419,12078
2010-11-09,-7439,3747,11186
2010-11-10,-7985,12789,20773
2010-11-12,-6847,120184,127031
2010-11-15,46698,104239,57541
2010-11-16,-928,11138,12066
2010-11-17,-8481,10727,19208
2010-11-18,-10634,139962,150596
2010-11-19,1226,12014,10787
2010-11-22,1106,11988,10882
2010-11-23,4772,18038,13266
2010-11-24,-11144,10274,21418
2010-11-26,410,120168,119758
2010-11-29,879,12714,11836
2010-11-30,54097,111497,57400
2010-12-01,-33928,20573,54501
2010-12-02,-2866,122167,125033
2010-12-03,-23779,8676,32455
2010-12-06,37,11163,11126
2010-12-07,-8197,4477,12674
2010-12-08,8894,27834,18940
2010-12-09,-6149,113606,119755
2010-12-10,6798,19226,12428
2010-12-13,2903,14759,11856
2010-12-14,-1631,10333,11964
2010-12-15,70080,122543,52463
2010-12-16,-1332,149815,151147
2010-12-17,675,10684,10009
2010-12-20,3718,14785,11067
2010-12-21,-1990,10250,12239
2010-12-22,-2739,17908,20646
2010-12-23,-4992,119508,124501
2010-12-27,6572,13280,6708
2010-12-28,-7551,5199,12750
2010-12-29,3323,14806,11483
2010-12-30,-16958,123520,140479
2011-01-03,-33570,30087,63657
2011-01-04,-6783,6185,12969
2011-01-05,5317,17620,12303
2011-01-06,-9234,113669,122903
2011-01-07,-5023,8276,13299
2011-01-10,-117,12994,13111
2011-01-11,-5514,6147,11661
2011-01-12,-10275,9217,19491
2011-01-13,-13498,139598,153096
2011-01-14,-20868,14012,34880
2011-01-18,50459,94921,44462
2011-01-19,2451,22804,20353
2011-01-20,-699,123290,123990
2011-01-21,-5326,9669,14995
2011-01-24,6189,18482,12293
2011-01-25,1493,10856,9362
2011-01-26,-1567,17662,19230
2011-01-27,-12758,118508,131266
2011-01-28,-7753,12040,19793
2011-01-31,73487,131625,58137
2011-02-01,-33604,19401,53005
2011-02-02,4332,15618,11285
2011-02-03,-40561,103428,143989
2011-02-04,-19470,9929,29399
2011-02-07,-1326,13322,14648
2011-02-08,-7984,4182,12166
2011-02-09,-11043,9661,20704
2011-02-10,-24277,129235,153512
2011-02-11,-26809,6092,32900
2011-02-14,4802,17481,12679
2011-02-15,15412,83108,67696
2011-02-16,-2048,17654,19702
2011-02-17,-19827,104947,124774
2011-02-18,-19324,9917,29241
2011-02-22,-1059,16403,17463
2011-02-23,-16203,8018,24221
2011-02-24,-16092,116248,132340
2011-02-25,2672,33610,30937
2011-02-28,53881,133114,79232
2011-03-01,-33636,20128,53765
2011-03-02,-5460,13003,18463
2011-03-03,-22155,134198,156353
2011-03-04,-20416,10684,31100
2011-03-07,5073,20213,15141
2011-03-08,66,11877,11811
2011-03-09,-8410,11098,19508
2011-03-10,-26702,135896,162597
2011-03-11,-12799,9044,21843
2011-03-14,10087,21767,11680
2011-03-15,75207,91706,16499
2011-03-16,1964,23320,21356
2011-03-17,-23223,110304,133528
2011-03-18,-14154,9845,23999
2011-03-21,-623,12862,13486
2011-03-22,-7921,5053,12974
2011-03-23,-8765,11436,20200
2011-03-24,-24376,117218,141594
2011-03-25,-9922,6877,16798
2011-03-28,1688,12968,11279
2011-03-29,-7498,5792,13290
2011-03-30,7595,19173,11578
2011-03-31,51823,231607,179784
2011-04-01,-62766,20855,83620
2011-04-04,-154,15128,15282
2011-04-05,-9645,5337,14982
2011-04-06,2483,13335,10852
2011-04-07,-6022,136312,142334
2011-04-08,-11523,8441,19964
2011-04-11,600,13855,13255
2011-04-12,-80,10109,10189
2011-04-13,855,20101,19246
2011-04-14,4766,118233,113466
2011-04-15,28651,103032,74382
2011-04-18,30532,42447,11915
2011-04-19,17743,29049,11306
2011-04-20,6710,25951,19240
2011-04-21,-23129,116588,139717
2011-04-22,1168,20394,19226
2011-04-25,16169,25947,9777
2011-04-26,24310,34920,10609
2011-04-27,-5530,17449,22979
2011-04-28,-10707,100821,111528
2011-04-29,-16028,32363,48391
2011-05-02,45313,138880,93568
2011-05-03,-23788,10435,34224
2011-05-04,4445,16237,11792
2011-05-05,-21246,121037,142283
2011-05-06,-2319,13435,15753
2011-05-09,1520,13185,11665
2011-05-10,-7008,4060,11068
2011-05-11,-8465,11318,19783
2011-05-12,-13196,100108,113304
2011-05-13,-5639,11577,17216
2011-05-16,58043,97466,39423
2011-05-17,-6079,4373,10452
2011-05-18,-11385,10735,22120
2011-05-19,-19968,95524,115492
2011-05-20,-4398,6925,11324
2011-05-23,3232,13258,10027
2011-05-24,-6480,9179,15659
2011-05-25,-8335,11253,19588
2011-05-26,-19543,86132,105675
2011-05-27,1140,15901,14762
2011-05-31,57318,135555,78238
2011-06-01,-38640,16859,55499
2011-06-02,-10845,118944,129789
2011-06-03,-25553,8338,33891
2011-06-06,-246,11271,11517
2011-06-07,-6635,4656,11291
2011-06-08,-7186,11438,18624
2011-06-09,237,102174,101937
2011-06-10,-3675,8742,12417
2011-06-13,17005,28092,11087
2011-06-14,4882,15412,10531
2011-06-15,84831,125224,40393
2011-06-16,-7711,97899,105610
2011-06-17,-1351,9638,10988
2011-06-20,7208,17293,10085
2011-06-21,9628,19785,10157
2011-06-22,-4847,14112,18959
2011-06-23,-16500,86124,102624
2011-06-24,-5638,8232,13871
2011-06-27,3312,14378,11066
2011-06-28,-7336,3637,10973
2011-06-29,2034,12521,10487
2011-06-30,24391,230943,206552
2011-07-01,-63177,20161,83338
2011-07-05,4470,15722,11253
2011-07-06,-3988,7399,11386
2011-07-07,-10045,92523,102568
2011-07-08,-5217,7541,12758
2011-07-11,730,11937,11207
2011-07-12,-5951,4349,10300
2011-07-13,-7357,10148,17505
2011-07-14,-3611,107144,110756
2011-07-15,61879,82246,20368
2011-07-18,9609,18012,8403
2011-07-19,-5451,3634,9085
2011-07-20,-5415,12222,17637
2011-07-21,-12926,86545,99471
2011-07-22,-6097,6975,13071
2011-07-25,4090,15315,11224
2011-07-26,-6534,4453,10987
2011-07-27,-8225,10581,18805
2011-07-28,-20193,112245,132438
2011-07-29,13600,25907,12307
2011-08-01,1763,127249,125486
2011-08-02,-14907,11153,26060
2011-08-03,-19713,12401,32114
2011-08-04,-19534,82205,101739
2011-08-05,15280,27965,12685
2011-08-08,1408,13136,11728
2011-08-09,-6576,3581,10157
2011-08-10,-8283,10051,18334
2011-08-11,9564,113379,103816
2011-08-12,-1585,8336,9921
2011-08-15,-1845,92175,94020
2011-08-16,-1225,10127,11352
2011-08-17,-10596,8537,19133
2011-08-18,1108,99429,98320
2011-08-19,15177,29533,14356
2011-08-22,2747,14885,12138
2011-08-23,-6994,4107,11101
2011-08-24,-10061,9444,19505
2011-08-25,8730,127492,118763
2011-08-26,-3601,7315,10917
2011-08-29,3677,13283,9606
2011-08-30,-7412,3876,11288
2011-08-31,30190,128028,97838
2011-09-01,-1362,134925,136288
2011-09-02,-24891,10416,35307
2011-09-06,-3564,12332,15896
2011-09-07,10182,23036,12854
2011-09-08,-8144,103040,111184
2011-09-09,-4115,6562,10677
2011-09-12,3535,14072,10537
2011-09-13,5488,16849,11361
2011-09-14,-3425,19120,22546
2011-09-15,40639,197107,156467
2011-09-16,3032,16873,13841
2011-09-19,4433,17311,12878
2011-09-20,15257,26772,11515
2011-09-21,-5309,14600,19909
2011-09-22,-14659,122777,137436
2011-09-23,-2659,9635,12294
2011-09-26,2456,12938,10482
2011-09-27,-4089,7112,11201
2011-09-28,-10354,11615,21969
2011-09-29,-2826,99041,101867
2011-09-30,13976,132427,118451
2011-10-03,-21935,25116,47051
2011-10-04,-5359,5474,10834
2011-10-05,2856,13469,10612
2011-10-06,-6556,97252,103808
2011-10-07,-3039,7862,10901
2011-10-11,410,13564,13154
2011-10-12,-4795,16743,21538
2011-10-13,6821,107184,100364
2011-10-14,-8314,10567,18881
2011-10-17,68396,94758,26362
2011-10-18,-6956,5423,12378
2011-10-19,-9303,12469,21772
2011-10-20,444,126538,126094
2011-10-21,-3604,8052,11656
2011-10-24,2570,12808,10239
2011-10-25,-4287,7331,11618
2011-10-26,-8239,11887,20126
2011-10-27,-5177,94774,99951
2011-10-28,-5964,10525,16488
2011-10-31,53184,132441,79257
2011-11-01,-36244,16726,52970
2011-11-02,2887,13440,10552
2011-11-03,-22507,102501,125007
2011-11-04,-1639,9594,11232
2011-11-07,984,12518,11534
2011-11-08,-6997,4196,11193
2011-11-09,-9513,9621,19133
2011-11-10,-3916,100097,104013
2011-11-14,12921,31009,18088
2011-11-15,16021,90228,74207
2011-11-16,-4450,15121,19571
2011-11-17,3426,127030,123604
2011-11-18,-2273,8620,10893
2011-11-21,1451,12329,10878
2011-11-22,-4926,5622,10548
2011-11-23,-7848,13278,21126
2011-11-25,3794,105280,101486
2011-11-28,-660,10985,11646
2011-11-29,-4554,7455,12008
2011-11-30,52401,131667,79265
2011-12-01,-36816,112562,149379
2011-12-02,-21936,9049,30985
2011-12-05,123,11763,11639
2011-12-06,-7135,4602,11736
2011-12-07,1930,12322,10392
2011-12-08,-3062,98137,101199
2011-12-09,-3387,8380,11767
2011-12-12,16986,28024,11039
2011-12-13,-4440,5848,10288
2011-12-14,-2154,17657,19811
2011-12-15,81126,242974,161847
2011-12-16,6836,16525,9689
2011-12-19,4980,15558,10578
2011-12-20,-4657,5779,10436
2011-12-21,-7357,14340,21697
2011-12-22,-4787,98967,103753
2011-12-23,-2961,11587,14549
2011-12-27,2897,15959,13062
2011-12-28,-10336,11791,22128
2011-12-29,-464,106047,106511
2011-12-30,-7256,32358,39613
2012-01-03,2715,136068,133353
2012-01-04,-1421,10912,12333
2012-01-05,-1502,101078,102580
2012-01-06,-5247,8365,13611
2012-01-09,610,13508,12897
2012-01-10,-6381,5920,12301
2012-01-11,-8444,11885,20329
2012-01-12,-673,128698,129370
2012-01-13,-130,13103,13233
2012-01-17,46563,104684,58121
2012-01-18,-3624,19816,23440
2012-01-19,4440,103097,98658
2012-01-20,-5966,10722,16688
2012-01-23,8690,20557,11867
2012-01-24,3314,13488,10174
2012-01-25,-6742,15931,22674
2012-01-26,-2920,98606,101526
2012-01-27,-485,9603,10088
2012-01-30,444,13679,13235
2012-01-31,49618,127698,78079
2012-02-01,-37904,24116,62020
2012-02-02,8384,103875,95490
2012-02-03,-35177,10550,45727
2012-02-06,-10571,13278,23849
2012-02-07,-10830,5298,16128
2012-02-08,-23361,10833,34194
2012-02-09,12533,137609,125076
2012-02-10,-4587,7203,11790
2012-02-13,8360,24479,16119
2012-02-14,-7524,6790,14314
2012-02-15,-7853,116135,123987
2012-02-16,20234,121242,101009
2012-02-17,-12952,8753,21705
2012-02-21,-2506,17806,20312
2012-02-22,-18807,8219,27026
2012-02-23,7822,123760,115938
2012-02-24,-7512,7552,15064
2012-02-27,-1044,16372,17416
2012-02-28,-9705,5053,14758
2012-02-29,36948,126325,89377
2012-03-01,-716,147421,148137
2012-03-02,-26315,10877,37192
2012-03-05,468,15990,15522
2012-03-06,-8012,5849,13862
2012-03-07,-1530,14924,16454
2012-03-08,13442,148860,135418
2012-03-09,-4126,8045,12171
