source,url,date,day,table,account,item,type,subtype,is_total,today,mtd,fytd,footnote
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Transfers from Federal Reserve Account (Table V),deposit,,0,0,0,0,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Total Deposits (excluding transfers),deposit,,1,11061,745614,3670476,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Commodity Credit Corporation programs,withdrawal,,0,40,1965,12255,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Defense Vendor Payments (EFT),withdrawal,,0,1533,23115,115356,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Education Department programs,withdrawal,,0,1677,30166,69879,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Energy Department programs,withdrawal,,0,186,2104,11111,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Federal Employees Insurance Payments,withdrawal,,0,361,4963,22568,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Fed. Highway Administration programs,withdrawal,,0,180,2057,13659,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Federal Salaries (EFT),withdrawal,,0,91,12665,56545,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Food and Nutrition Service (misc),withdrawal,,0,206,7755,34525,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,GSA programs,withdrawal,,0,50,1377,6349,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Health and Human Services Grants (misc),withdrawal,,0,381,6376,29955,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Housing and Urban Development programs,withdrawal,,0,196,5707,25288,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Interest on Treasury Securities,withdrawal,,0,0,5717,63236,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,IRS Tax Refunds Business (EFT),withdrawal,,0,232,636,8043,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,IRS Tax Refunds Individual (EFT),withdrawal,,0,0,62,6307,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Justice Department programs,withdrawal,,0,90,1080,5256,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Labor Dept. prgms (excl. unemployment),withdrawal,,0,56,914,4556,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Medicaid,withdrawal,,0,599,17386,81910,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Medicare,withdrawal,,0,1611,40409,183857,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,NASA programs,withdrawal,,0,93,861,5476,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Postal Service Money Orders and Other,withdrawal,,0,87,2667,12727,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Public Debt Cash Redemp. (Table III-B),withdrawal,,0,854,488300,2384541,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Social Security Benefits (EFT),withdrawal,,0,62,58821,231579,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Supple. Nutrition Assist. Program (SNAP),withdrawal,,0,6,271,1326,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Temporary Assistance for Needy Families (HHS),withdrawal,,0,7,1271,5966,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Transportation Security Admin. (DHS),withdrawal,,0,1,39,306,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Unemployment Insurance Benefits,withdrawal,,0,170,5866,23942,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Veterans Affairs programs,withdrawal,,0,210,2890,14702,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Emergency Prep & Response (DHS),withdrawal,,0,213,2612,8183,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Federal Crop Ins. Corp.,withdrawal,,0,170,2988,12164,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Federal Transit Admin.,withdrawal,,0,55,652,3454,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,TARP,withdrawal,,0,205,279,1124,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Thrift Savings Plan Transfer,withdrawal,,0,162,5757,11222,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Treasury Department programs,withdrawal,,0,129,441,2166,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Treasury Dept: Claims Payments,withdrawal,,0,131,286,2678,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Unclassified,withdrawal,,0,771,16202,88147,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Total Other Withdrawals,withdrawal,,1,1835,42857,254665,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Transfers to Depositaries,withdrawal,,0,0,0,0,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Total Federal Reserve Account,withdrawal,,1,10811,768298,3685885,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Transfers to Federal Reserve Account (Table V),withdrawal,,0,0,0,0,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Total Withdrawals (excluding transfers),withdrawal,,1,10811,768298,3685885,0
Daily Treasury Statement,https://www.fms.treas.gov/fmsweb/viewDTSFiles?dir=w&fname=13012500.txt,2013-01-25,Friday,TABLE II  Deposits and Withdrawals of Operating Cash,Federal Reserve Account,Net Change in Operating Cash Balance,withdrawal,,0,250,-22683,-15409,0
